emp_no,first_name,last_name,birth_date,from_date,to_date,title
59640,Zita,Hiltgen,1965-01-18,1999-01-26,9999-01-01,Staff
59652,Ebbe,Guardalben,1964-10-19,1993-03-21,9999-01-01,Staff
59660,Jaana,Mateescu,1964-06-18,1993-09-10,9999-01-01,Senior Engineer
59755,Taiji,Ibel,1964-10-05,1999-02-12,9999-01-01,Staff
59786,Gennadi,Swan,1964-12-04,2001-11-25,9999-01-01,Engineer
59791,Mani,Brickell,1964-10-23,1994-03-29,9999-01-01,Senior Engineer
59795,Nadjib,Muhlberg,1964-07-05,1996-12-11,9999-01-01,Assistant Engineer
59863,Dannz,Montresor,1964-12-22,1996-06-17,9999-01-01,Senior Engineer
59869,Zsolt,Riefers,1965-02-01,1987-09-25,9999-01-01,Staff
59874,Khue,Lovengreen,1964-07-14,1992-05-02,9999-01-01,Staff
59875,Arup,Pargas,1964-10-27,1991-05-28,9999-01-01,Staff
59963,Odinaldo,Zuberek,1964-08-01,2000-09-24,9999-01-01,Staff
59966,Steen,Salvesen,1965-01-28,1993-02-03,9999-01-01,Technique Leader
59969,Xuejia,Mattern,1964-09-13,1988-01-28,9999-01-01,Staff
59979,Vatsa,Asrin,1964-10-30,1988-07-03,9999-01-01,Senior Engineer
59985,Teunis,Gyorkos,1964-07-03,1995-02-22,9999-01-01,Senior Staff
60000,Heekeun,Emmart,1965-01-16,1995-09-23,9999-01-01,Engineer
60030,Genki,Iisaka,1964-08-02,1997-09-15,9999-01-01,Staff
60031,Avishai,Birrer,1964-11-04,1990-07-09,9999-01-01,Senior Engineer
60078,Barry,Sullins,1964-11-24,1993-08-07,9999-01-01,Senior Engineer
60091,Surveyors,Bade,1965-02-01,1990-04-11,9999-01-01,Staff
60105,Gio,Barbanera,1964-08-11,1999-05-19,9999-01-01,Assistant Engineer
60127,Tetsurou,Gecseg,1964-06-27,1994-09-21,9999-01-01,Senior Engineer
60138,Baruch,Moehrke,1964-11-09,1990-01-04,9999-01-01,Senior Engineer
60142,Vincent,Roohalamini,1964-09-03,1999-12-09,9999-01-01,Staff
60145,Shigeu,Reutenauer,1964-06-07,1989-07-28,9999-01-01,Technique Leader
60159,Yunming,Bergere,1964-12-11,1987-11-05,9999-01-01,Senior Staff
60176,Heon,Panwar,1964-09-24,1988-03-06,9999-01-01,Senior Engineer
60177,Pranas,Cunliffe,1964-07-31,1998-12-18,9999-01-01,Senior Engineer
60188,Padma,Erva,1964-11-16,1985-10-06,9999-01-01,Senior Engineer
60218,Shaowei,Cangellaris,1964-10-12,1998-10-10,9999-01-01,Senior Staff
60220,Mahmut,Milicic,1964-07-24,1994-03-01,9999-01-01,Engineer
60234,Goncalo,Bultermann,1964-08-09,1988-01-31,9999-01-01,Engineer
60238,Erzsebet,Claffy,1965-01-23,1999-02-19,9999-01-01,Staff
60249,Greger,Wendorf,1964-08-02,1994-01-12,9999-01-01,Senior Staff
60295,Dulce,Vanwelkenhuysen,1964-07-12,1989-06-06,9999-01-01,Staff
60334,Chikara,Crooks,1964-09-12,1996-03-25,9999-01-01,Staff
60348,Chrisa,Narahari,1964-07-18,1989-07-11,9999-01-01,Staff
60387,Genta,Seuren,1964-11-03,1992-12-12,9999-01-01,Staff
60406,Younwoo,Rosin,1964-11-02,1989-06-15,9999-01-01,Senior Engineer
60415,Erzsebet,Baez,1964-10-07,1992-02-15,9999-01-01,Senior Engineer
60484,Guoxiang,Barinka,1964-11-17,1999-08-25,9999-01-01,Engineer
60506,Arve,Demian,1964-10-24,1996-03-26,9999-01-01,Senior Engineer
60509,Mariangiola,Falco,1964-07-04,1998-08-01,9999-01-01,Senior Staff
60555,Kayoko,Aloisi,1964-12-19,1986-02-08,9999-01-01,Senior Engineer
60559,Jeanna,Stemann,1965-01-19,1988-08-29,9999-01-01,Senior Engineer
60635,Khue,Callaway,1964-10-08,1990-12-28,9999-01-01,Staff
60640,Ennio,Ohori,1964-06-01,1999-05-05,9999-01-01,Senior Engineer
60657,Susanne,Ghelli,1964-09-26,1990-10-26,9999-01-01,Technique Leader
60662,Hiroyasu,Gustavson,1964-09-01,1991-06-10,9999-01-01,Senior Engineer
60668,Tristan,Shihab,1964-08-28,1997-06-19,9999-01-01,Staff
60721,Macha,Olano,1964-10-02,1998-11-24,9999-01-01,Staff
60796,Uta,Gornas,1964-07-17,1990-11-25,9999-01-01,Senior Engineer
60813,Shaowen,Garnham,1964-07-04,1988-10-29,9999-01-01,Staff
60821,Moty,Mersereau,1965-01-02,1991-09-03,9999-01-01,Staff
60845,Bedir,Siegrist,1965-01-14,1997-05-13,9999-01-01,Engineer
60875,Rildo,Masaki,1965-01-21,1990-01-14,9999-01-01,Senior Engineer
60895,Sanjit,Remmele,1964-07-15,1998-12-25,9999-01-01,Engineer
60925,Maja,Georgakopoulos,1964-06-28,1987-08-27,9999-01-01,Technique Leader
60927,Mack,Chvatal,1964-11-03,1998-04-18,9999-01-01,Senior Staff
60959,Tetsushi,Sridhar,1965-01-09,1989-10-19,9999-01-01,Staff
60974,Oldrich,Rassart,1964-11-14,1999-10-20,9999-01-01,Engineer
60975,Bingning,Yetto,1964-10-07,1985-11-13,9999-01-01,Staff
60978,Taizo,Paciorek,1964-08-06,1987-03-04,9999-01-01,Staff
61004,Mountaz,Alameldin,1964-12-29,1990-07-05,9999-01-01,Engineer
61011,Kellyn,Miyakawa,1964-09-28,1996-06-07,9999-01-01,Senior Engineer
61031,Kayoko,Bakhtari,1964-11-21,1996-04-22,9999-01-01,Senior Staff
61058,Xinglin,Lakshmanan,1964-12-05,1988-06-08,9999-01-01,Staff
61075,Basem,Kambil,1964-06-20,1998-04-18,9999-01-01,Staff
61084,Siddarth,Ramamoorthy,1964-11-11,1994-07-29,9999-01-01,Staff
61147,Leszek,Werthner,1965-01-30,1999-03-03,9999-01-01,Staff
61164,Magdalena,Chaudhuri,1964-06-18,1997-04-30,9999-01-01,Engineer
61201,Jiang,Chepyzhov,1964-08-20,1989-10-09,9999-01-01,Staff
61212,Berni,Stassinopoulos,1964-09-19,1989-06-25,9999-01-01,Staff
61225,Pranay,Hofmeyr,1964-11-20,1996-06-05,9999-01-01,Engineer
61227,Muneo,Foote,1964-10-17,1987-12-31,9999-01-01,Senior Staff
61237,Shmuel,Cronin,1964-08-14,1990-03-13,9999-01-01,Staff
61247,Alexius,Cmelik,1964-12-14,1997-01-20,9999-01-01,Senior Staff
61253,Cheong,Uhrik,1965-01-09,2002-05-09,9999-01-01,Senior Engineer
61279,Domenick,Ritcey,1964-12-21,1986-09-17,9999-01-01,Staff
61377,Dannz,Ohori,1965-01-01,1997-04-13,9999-01-01,Staff
61385,Xinan,Xiaoshan,1964-06-22,1988-02-22,9999-01-01,Staff
61408,Houman,Ranta,1964-07-09,1987-08-25,9999-01-01,Staff
61412,Hidde,Molenkamp,1964-06-17,1998-01-04,9999-01-01,Staff
61417,Prodip,Masamoto,1964-07-29,1993-03-22,9999-01-01,Senior Engineer
61430,Sedat,Lanteri,1964-11-05,1993-08-17,9999-01-01,Staff
61452,Mitsuyuki,Fortenbacher,1964-11-23,1996-02-14,9999-01-01,Engineer
61502,Nathan,Wegerle,1964-09-02,2001-03-27,9999-01-01,Staff
61523,Jiann,Matzke,1964-07-17,1989-04-02,9999-01-01,Senior Staff
61527,Mani,Jervis,1964-06-19,1988-08-21,9999-01-01,Senior Engineer
61529,Akemi,Matzen,1964-06-22,1995-02-03,9999-01-01,Staff
61541,Kasidit,Papsdorf,1965-01-08,1993-08-17,9999-01-01,Senior Engineer
61558,Xudong,Marciano,1964-10-16,1997-08-22,9999-01-01,Senior Engineer
61581,Shigenori,Lalonde,1964-10-19,1997-11-27,9999-01-01,Senior Engineer
61608,Chaosheng,Jeong,1964-07-22,1990-10-16,9999-01-01,Senior Staff
61616,Abdelghani,Picci,1964-07-16,1987-03-12,9999-01-01,Senior Engineer
61637,Chirstian,Chappelet,1964-06-17,1988-07-14,9999-01-01,Senior Staff
61671,Vojin,Boissier,1964-07-15,1996-05-03,9999-01-01,Staff
61707,Jacopo,Granlund,1964-08-09,1999-09-22,9999-01-01,Senior Engineer
61816,Aleksandar,Rebaine,1964-10-05,1998-03-13,9999-01-01,Staff
61873,Woody,Rusmann,1965-01-19,1993-02-26,9999-01-01,Engineer
61901,Thanasis,Takanami,1964-12-13,1993-10-09,9999-01-01,Staff
61940,Deborah,McAlpine,1964-09-19,1995-09-11,9999-01-01,Senior Staff
61950,Basil,Zucker,1964-06-05,1986-05-05,9999-01-01,Senior Staff
61953,Huai,Weisert,1964-07-24,1994-05-31,9999-01-01,Senior Engineer
61963,Hirochika,Bernardinello,1964-10-14,1987-06-20,9999-01-01,Senior Engineer
61987,Carrsten,Baik,1964-12-18,1990-03-11,9999-01-01,Senior Engineer
62006,Martins,Setlzner,1964-09-24,1993-05-21,9999-01-01,Staff
62009,Masoud,Stanfel,1964-09-11,1991-01-03,9999-01-01,Senior Staff
62011,Fox,Thambidurai,1964-09-12,1986-05-21,9999-01-01,Senior Engineer
62033,Heeju,Cappelli,1965-01-24,1987-01-15,9999-01-01,Senior Engineer
62035,Uma,Backhouse,1964-06-17,1995-07-05,9999-01-01,Senior Engineer
62046,Karlis,Nanard,1965-01-31,1992-09-19,9999-01-01,Senior Engineer
62090,Dannz,Birnbaum,1964-07-18,1988-10-13,9999-01-01,Senior Engineer
62117,Bojan,Crouzet,1964-06-25,1994-06-10,9999-01-01,Senior Engineer
62118,Tsvetan,Rabehasaina,1964-09-15,1990-11-03,9999-01-01,Staff
62120,Arumugam,Siepmann,1964-07-06,1986-07-31,9999-01-01,Technique Leader
62131,Mohua,Ohori,1964-12-23,1996-10-09,9999-01-01,Senior Engineer
62152,Mabhin,Thiran,1964-10-27,2002-04-21,9999-01-01,Senior Engineer
62161,Yakichi,Zuberek,1964-11-22,2000-11-09,9999-01-01,Engineer
62227,Josyula,Eugenio,1964-06-14,1992-10-18,9999-01-01,Staff
62231,Marek,Brodal,1964-11-02,1986-08-17,9999-01-01,Staff
62245,Adel,Bressoud,1965-01-01,1995-08-30,9999-01-01,Engineer
62254,Mong,Rosin,1964-12-24,1985-08-21,9999-01-01,Senior Staff
62295,Venkatesan,Fioravanti,1964-07-08,1991-04-05,9999-01-01,Technique Leader
62338,Amstein,Thiran,1964-10-11,1996-03-03,9999-01-01,Senior Staff
62388,Marlo,Terekhov,1964-11-12,1994-02-24,9999-01-01,Senior Engineer
62389,Gererd,Ramalingam,1964-06-20,1991-02-11,9999-01-01,Technique Leader
62396,Uzi,Lores,1964-11-21,1998-08-21,9999-01-01,Engineer
62511,Vatsa,Poehlman,1964-11-02,1988-07-14,9999-01-01,Staff
62565,Xiaoshan,Stanger,1964-08-19,1999-11-18,9999-01-01,Staff
62622,Yishai,Kushner,1964-06-10,1986-07-02,9999-01-01,Staff
62775,Hatem,Borovoy,1964-10-11,1999-08-08,9999-01-01,Engineer
62776,Mabry,Kulisch,1964-07-06,1998-03-30,9999-01-01,Staff
62831,Masaru,Miculan,1964-07-05,1987-01-23,9999-01-01,Senior Engineer
62832,Jeanna,Anandan,1964-08-15,1991-12-14,9999-01-01,Senior Engineer
62834,Dante,Collette,1964-08-21,1994-08-14,9999-01-01,Senior Engineer
62905,Moie,Birrer,1964-07-04,1986-05-12,9999-01-01,Senior Engineer
62950,Nagui,Feldhoffer,1964-11-05,1996-11-10,9999-01-01,Technique Leader
62959,Jeane,Camarinopoulos,1964-06-20,1995-12-18,9999-01-01,Senior Staff
62976,Conal,Lagarias,1964-07-04,2001-08-20,9999-01-01,Staff
63026,Jaber,Stassinopoulos,1964-07-02,1986-09-29,9999-01-01,Staff
63055,Aleksandar,Falco,1964-07-10,1990-11-10,9999-01-01,Staff
63084,Gor,Klassen,1964-12-11,1994-11-21,9999-01-01,Staff
63172,Nahla,Underwood,1964-06-25,1996-11-01,9999-01-01,Senior Engineer
63176,Abdulla,Awdeh,1964-06-16,1994-08-14,9999-01-01,Senior Staff
63197,Xiadong,England,1964-10-22,1988-10-30,9999-01-01,Staff
63264,Yonghong,Coney,1964-12-25,1986-07-23,9999-01-01,Staff
63294,Tetsushi,Tanemo,1965-01-23,1997-03-01,9999-01-01,Senior Engineer
63297,Marsja,Sessa,1964-08-04,1988-03-13,9999-01-01,Senior Engineer
63310,Heather,Rodiger,1964-07-19,1986-03-29,9999-01-01,Senior Engineer
63332,Venkatesan,Alblas,1964-09-05,1988-08-24,9999-01-01,Staff
63337,Temple,Herbst,1964-06-01,1995-07-08,9999-01-01,Senior Engineer
63344,Garnet,Randi,1964-12-05,1997-05-07,9999-01-01,Senior Staff
63364,Pantung,Stanger,1964-12-16,2001-09-14,9999-01-01,Staff
63372,Adamantios,Dulin,1964-08-25,1993-08-13,9999-01-01,Staff
63379,Barna,Krogh,1964-12-03,1985-11-15,9999-01-01,Staff
63419,Hiroyasu,Seuren,1965-01-14,1989-03-05,9999-01-01,Senior Engineer
63433,Khosrow,Czaja,1964-12-03,2000-07-06,9999-01-01,Senior Engineer
63435,Arto,Plotkin,1964-08-12,1995-05-30,9999-01-01,Senior Engineer
63441,Hinrich,Scallan,1965-01-15,1999-04-04,9999-01-01,Staff
63450,Przemyslawa,Zweizig,1964-07-28,1994-01-18,9999-01-01,Staff
63460,Heng,Hinsberger,1964-07-30,1987-06-08,9999-01-01,Staff
63506,Malu,Janetzko,1964-12-20,1995-01-20,9999-01-01,Senior Engineer
63527,Debaprosad,Curless,1964-12-12,1999-03-14,9999-01-01,Staff
63566,Heekeun,Slaats,1965-01-31,1999-01-12,9999-01-01,Senior Staff
63582,Atreye,Cairo,1964-10-20,1995-07-10,9999-01-01,Engineer
63608,Jaroslava,Swist,1964-10-28,1997-10-16,9999-01-01,Engineer
63628,Sampalli,Ranta,1964-07-07,1989-04-17,9999-01-01,Technique Leader
63631,Falguni,Cherinka,1965-01-22,1987-10-15,9999-01-01,Senior Engineer
63662,Sreekrishna,Alpay,1964-06-16,1987-03-18,9999-01-01,Senior Engineer
63706,Sedat,Itzigehl,1965-01-26,1997-07-31,9999-01-01,Engineer
63761,Kwangsub,Mamelak,1964-12-31,2002-05-27,9999-01-01,Engineer
63786,IEEE,Scharstein,1964-08-23,1986-01-18,9999-01-01,Staff
63815,Arto,Dayang,1964-08-04,1990-11-27,9999-01-01,Staff
63818,Nahum,Maginnis,1964-09-13,1997-11-13,9999-01-01,Staff
63826,Yagil,Ulupinar,1964-10-19,1997-08-26,9999-01-01,Senior Engineer
63838,Shem,Poulakidas,1964-11-15,1996-01-22,9999-01-01,Staff
63870,Satyanarayana,Peng,1964-08-11,1992-06-15,9999-01-01,Senior Engineer
63946,Aron,Ratnakar,1964-10-12,1986-11-03,9999-01-01,Assistant Engineer
63966,Froduald,Kolinko,1964-06-10,2000-01-04,9999-01-01,Senior Engineer
63990,Mountaz,Narahara,1964-08-04,1992-04-09,9999-01-01,Senior Engineer
63994,Vojin,Antonakopoulos,1964-11-14,1993-11-12,9999-01-01,Senior Staff
64023,Laurentiu,Benzmuller,1965-01-11,1999-11-08,9999-01-01,Senior Engineer
64024,Premsyl,Uhrig,1964-12-23,1991-05-09,9999-01-01,Staff
64035,Kagan,Broder,1964-06-23,1996-05-16,9999-01-01,Staff
64112,Aleksander,Kawashima,1964-06-13,1989-09-01,9999-01-01,Senior Engineer
64156,Kasidit,Wossner,1964-11-27,1996-12-10,9999-01-01,Assistant Engineer
64209,Golgen,Schoegge,1965-01-24,1988-02-26,9999-01-01,Senior Staff
64214,Shahid,Boissier,1964-12-08,1985-07-31,9999-01-01,Staff
64283,Alejandro,Chelton,1964-07-22,1993-06-19,9999-01-01,Senior Engineer
64295,Dayanand,Itzigehl,1964-06-26,1991-03-28,9999-01-01,Senior Staff
64307,Jeanne,Parhami,1964-10-13,1995-03-29,9999-01-01,Staff
64332,Steen,Bondorf,1964-12-16,1994-11-27,9999-01-01,Staff
64380,Persi,Rando,1964-07-24,1993-11-09,9999-01-01,Staff
64396,Ayonca,Seiwald,1964-09-22,1985-11-21,9999-01-01,Staff
64412,Conal,Farrow,1964-06-15,1990-07-08,9999-01-01,Senior Engineer
64451,Uli,Swift,1964-11-01,1998-09-27,9999-01-01,Engineer
64487,Tsutomu,Rebaine,1965-01-27,1986-09-17,9999-01-01,Senior Engineer
64498,Elzbieta,Munoz,1964-08-11,1998-10-22,9999-01-01,Engineer
64502,Giordano,Kaltofen,1964-10-14,1987-07-28,9999-01-01,Senior Engineer
64532,Atilio,Segond,1965-01-23,1990-11-29,9999-01-01,Senior Engineer
64559,Unal,Schwabacher,1964-10-06,1995-05-31,9999-01-01,Staff
64632,Zsolt,Brender,1965-01-07,1996-02-21,9999-01-01,Senior Staff
64680,Mamdouh,Chorvat,1964-10-14,1991-05-09,9999-01-01,Engineer
64770,Sadok,Stranks,1964-06-13,1994-06-29,9999-01-01,Staff
64790,Shin,Piveteau,1965-01-29,1985-04-19,9999-01-01,Senior Engineer
64828,Krister,Pappas,1965-01-27,1999-09-30,9999-01-01,Staff
64877,Chaitali,Chorvat,1964-12-30,1985-11-20,9999-01-01,Staff
64882,Falguni,Perng,1964-06-21,1997-11-07,9999-01-01,Staff
64957,Remmert,Beilner,1964-12-11,1986-04-30,9999-01-01,Senior Engineer
64984,Eldridge,Eldridge,1965-01-06,1994-08-04,9999-01-01,Senior Engineer
65005,Gritta,Rubsam,1964-06-15,1999-08-22,9999-01-01,Staff
65022,Odoardo,Marletta,1964-07-15,1988-01-29,9999-01-01,Staff
65031,Zhiwei,Sichman,1964-07-09,1995-12-31,9999-01-01,Senior Engineer
65068,Lobel,Barriga,1964-11-19,1988-12-30,9999-01-01,Staff
65086,Jacopo,Barreiro,1964-09-30,1989-09-10,9999-01-01,Senior Engineer
65115,Goetz,Anido,1964-12-08,1986-10-26,9999-01-01,Senior Engineer
65120,Rosalie,Garrabrants,1964-11-07,1990-02-09,9999-01-01,Staff
65171,Jeane,Tasistro,1965-01-25,1994-07-06,9999-01-01,Technique Leader
65202,Yuguang,Bernini,1964-12-26,1993-07-13,9999-01-01,Senior Engineer
65213,Apostol,Sullins,1964-09-28,1987-12-18,9999-01-01,Staff
65235,Feipei,Rohrbach,1964-08-04,1997-09-09,9999-01-01,Engineer
65241,Giao,Tomescu,1964-07-21,1997-12-10,9999-01-01,Senior Engineer
65299,Odinaldo,Melton,1964-09-30,1988-02-15,9999-01-01,Staff
65333,Danil,Anick,1964-06-08,1988-11-21,9999-01-01,Senior Engineer
65338,Dannz,Erman,1964-11-02,1989-01-06,9999-01-01,Senior Engineer
65340,Jinya,Kemmerer,1964-11-19,1994-05-03,9999-01-01,Staff
65349,Leucio,Beznosov,1964-06-09,1987-06-29,9999-01-01,Senior Engineer
65383,Juichirou,Beilner,1964-08-06,1990-06-05,9999-01-01,Staff
65386,Shaw,Przulj,1964-12-03,1995-03-24,9999-01-01,Staff
65418,Shim,Pokrovskii,1964-06-30,1997-10-11,9999-01-01,Senior Staff
65426,Karsten,Lung,1964-07-07,1987-11-13,9999-01-01,Technique Leader
65438,Anneke,Vieth,1964-08-24,1998-02-28,9999-01-01,Technique Leader
65471,Filipp,Munch,1964-06-03,1999-08-21,9999-01-01,Senior Engineer
65472,Sanjoy,Molenkamp,1964-09-23,1990-05-06,9999-01-01,Staff
65474,Christoper,Baig,1964-06-30,1986-05-10,9999-01-01,Senior Staff
65499,Anneli,Buchter,1964-08-01,1991-07-27,9999-01-01,Staff
65524,Ingemar,Demian,1964-09-02,1987-02-17,9999-01-01,Senior Engineer
65527,Kousuke,Swab,1964-10-05,1986-06-17,9999-01-01,Staff
65529,Yoshimitsu,Panienski,1964-10-28,1995-12-14,9999-01-01,Staff
65539,Aksel,Picaronny,1965-01-23,1991-01-27,9999-01-01,Senior Engineer
65582,Eldridge,Chinen,1964-06-27,1997-11-01,9999-01-01,Staff
65696,Jordanka,Hashii,1964-10-24,1993-09-01,9999-01-01,Technique Leader
65728,Saniya,Holburn,1964-08-15,1992-10-22,9999-01-01,Senior Engineer
65745,Dharmaraja,Kuzuoka,1964-08-18,1989-09-15,9999-01-01,Senior Engineer
65808,Xiaoheng,Rathonyi,1964-08-29,1987-05-29,9999-01-01,Senior Engineer
65845,Yuchang,Esposito,1964-11-06,1998-06-20,9999-01-01,Senior Engineer
65853,Nahid,Facello,1964-06-21,2000-04-18,9999-01-01,Engineer
65870,Kinh,Giaccio,1964-10-01,1998-11-02,9999-01-01,Technique Leader
65883,Patricia,Pepe,1965-01-07,1991-04-19,9999-01-01,Staff
65908,Sergi,Auria,1964-10-22,1986-03-08,9999-01-01,Senior Engineer
65922,Zhenbing,Boudaillier,1964-06-15,1994-11-05,9999-01-01,Staff
65924,Shigeo,Schaft,1964-10-03,1999-08-18,9999-01-01,Senior Staff
65976,Qunsheng,Millington,1964-07-02,1994-11-14,9999-01-01,Senior Engineer
65987,Nathalie,Oberman,1964-10-22,1990-10-21,9999-01-01,Staff
65994,Dannz,Petereit,1964-11-07,1990-01-13,9999-01-01,Senior Engineer
65998,Mandell,Alameldin,1965-01-09,1989-04-08,9999-01-01,Staff
66020,Goncalo,Kalloufi,1964-06-08,1993-10-01,9999-01-01,Senior Engineer
66063,Hironobu,Thibadeau,1964-12-06,1998-01-25,9999-01-01,Engineer
66169,Bingning,Pillow,1964-08-05,1990-12-07,9999-01-01,Senior Engineer
66181,Zongyan,Loncour,1964-06-05,1988-02-24,9999-01-01,Senior Staff
66204,Khun,Iivonen,1964-08-02,1993-10-20,9999-01-01,Engineer
66251,Fayez,Vadhan,1964-09-25,1995-10-22,9999-01-01,Engineer
66260,Joydip,Hennings,1964-06-04,1995-02-14,9999-01-01,Technique Leader
66280,Satosi,Sidhu,1964-10-01,1999-11-19,9999-01-01,Senior Engineer
66382,Domenico,Candan,1965-01-04,1997-07-13,9999-01-01,Engineer
66446,Roded,Thiran,1964-09-17,1986-08-17,9999-01-01,Senior Engineer
66503,Kazuhisa,Crelier,1964-09-17,1999-07-19,9999-01-01,Engineer
66509,Arno,Sgarro,1964-12-18,1999-04-26,9999-01-01,Senior Engineer
66527,Shem,Compeau,1964-11-23,1986-11-27,9999-01-01,Staff
66530,Dung,Leaver,1965-01-29,1998-04-04,9999-01-01,Staff
66613,Masaki,Woycyznski,1964-12-30,1990-01-10,9999-01-01,Staff
66636,Kish,Litecky,1964-10-04,1997-01-22,9999-01-01,Staff
66639,Kenton,Anily,1964-09-30,1987-11-09,9999-01-01,Senior Engineer
66643,Jianhao,Tomescu,1965-01-18,1996-08-26,9999-01-01,Engineer
66702,Deniz,Thibadeau,1965-02-01,1994-09-27,9999-01-01,Senior Engineer
66706,Susuma,Dymetman,1964-06-30,2000-06-09,9999-01-01,Engineer
66721,Gererd,Irland,1964-10-04,1998-12-20,9999-01-01,Staff
66734,Chirstian,Ranka,1964-06-25,1990-12-29,9999-01-01,Senior Engineer
66748,Eben,Herber,1964-08-10,1995-05-31,9999-01-01,Staff
66757,Yonghong,Baig,1965-01-16,1999-04-10,9999-01-01,Staff
66784,Vidar,Haldar,1964-07-22,1992-04-03,9999-01-01,Senior Engineer
66807,Aiman,Rosaz,1965-01-21,1990-05-22,9999-01-01,Senior Engineer
66812,Ibibia,Bressoud,1964-10-10,1988-01-18,9999-01-01,Staff
66829,Gunilla,Serna,1964-08-05,1997-09-30,9999-01-01,Staff
66860,Mack,Bain,1964-06-09,1987-03-12,9999-01-01,Senior Engineer
66916,Mountaz,Birge,1964-06-04,1996-01-01,9999-01-01,Senior Engineer
66941,Maya,Peck,1964-07-27,1995-07-24,9999-01-01,Senior Engineer
66958,Yucai,Maraist,1964-11-15,1988-05-22,9999-01-01,Senior Staff
67010,Sudharsan,Pramanik,1964-08-17,1985-02-16,9999-01-01,Staff
67040,Carrsten,Marsiglia,1964-12-27,1994-10-29,9999-01-01,Senior Staff
67053,Shiv,Merlo,1964-09-30,1999-02-11,9999-01-01,Engineer
67073,Jingling,Zweizig,1964-08-23,1987-12-12,9999-01-01,Senior Staff
67075,Phule,Eiron,1964-11-14,1993-09-30,9999-01-01,Senior Engineer
67089,Jianhao,Peris,1964-07-20,1996-10-18,9999-01-01,Engineer
67092,Sanjay,Laventhal,1964-11-06,1985-09-04,9999-01-01,Technique Leader
67103,Jianhua,Raczkowsky,1964-09-17,1987-10-02,9999-01-01,Staff
67119,Nishit,Babu,1964-06-26,1994-03-29,9999-01-01,Senior Engineer
67121,Martins,Randi,1964-06-24,1991-02-14,9999-01-01,Senior Staff
67125,Jayson,Rindone,1964-11-18,1994-08-07,9999-01-01,Staff
67152,Odysseas,Gyorkos,1964-10-06,1990-06-22,9999-01-01,Staff
67167,Uta,Pargaonkar,1964-10-26,1993-03-18,9999-01-01,Senior Engineer
67187,Mansur,Bellmore,1964-10-29,1999-12-31,9999-01-01,Engineer
67222,Yongqiao,Bazzichi,1964-08-09,1992-08-03,9999-01-01,Senior Engineer
67229,Wuxu,Coney,1964-09-09,1999-01-13,9999-01-01,Staff
67251,Zeljko,Strandh,1964-12-09,1990-06-27,9999-01-01,Senior Engineer
67279,Hailing,Begiun,1964-12-20,1986-06-06,9999-01-01,Senior Engineer
67287,Berni,Deverell,1964-06-21,1987-05-20,9999-01-01,Technique Leader
67320,Sadok,Lorys,1965-01-18,1987-05-10,9999-01-01,Senior Staff
67344,Wilmer,Perl,1964-08-25,2001-11-05,9999-01-01,Engineer
67361,Aluzio,Meszaros,1964-07-04,1990-06-10,9999-01-01,Senior Engineer
67365,Sanjit,Pileggi,1964-06-15,1985-08-20,9999-01-01,Senior Engineer
67371,Hiroyasu,Bergere,1964-08-19,1990-08-11,9999-01-01,Senior Engineer
67393,Erez,Conte,1964-11-18,1996-11-29,9999-01-01,Engineer
67420,Gritta,Nyrup,1964-10-07,1998-12-14,9999-01-01,Staff
67423,Indrajit,Standera,1964-12-30,1994-08-15,9999-01-01,Senior Engineer
67427,Zeljko,Merli,1964-07-30,1989-03-10,9999-01-01,Senior Staff
67449,Sariel,Hartvigsen,1964-07-20,1991-10-12,9999-01-01,Staff
67473,Beshir,Sethi,1964-11-07,1987-11-03,9999-01-01,Senior Engineer
67484,Shigeu,Serra,1964-11-19,1991-04-11,9999-01-01,Senior Engineer
67496,Shuzo,Shanbhogue,1964-11-09,1988-02-12,9999-01-01,Staff
67509,Stella,Stentiford,1964-07-30,1998-01-28,9999-01-01,Staff
67511,Unal,Chinin,1964-09-13,1988-10-03,9999-01-01,Staff
67514,Takahito,Denos,1964-09-26,1993-04-30,9999-01-01,Staff
67548,Fumitaka,Roohalamini,1965-01-11,1998-06-27,9999-01-01,Staff
67550,Hitofumi,Karunanithi,1964-11-28,1996-02-27,9999-01-01,Technique Leader
67560,Lihong,Suri,1964-11-07,1998-04-30,9999-01-01,Staff
67663,Filipp,Demir,1964-11-01,1985-06-20,9999-01-01,Senior Engineer
67733,Gian,Mansanne,1964-07-19,1995-12-28,9999-01-01,Senior Engineer
67794,JoAnna,Verhoeff,1964-12-26,1985-10-09,9999-01-01,Senior Engineer
67800,Dayanand,Snyers,1964-08-06,1996-10-25,9999-01-01,Staff
67850,Masami,Beausoleil,1964-12-07,1986-12-02,9999-01-01,Senior Engineer
67900,Somnath,Serna,1964-09-06,1988-11-04,9999-01-01,Senior Staff
67934,Aiman,Gargeya,1965-01-07,1985-03-07,9999-01-01,Senior Engineer
67998,Adel,Marchegay,1964-11-28,1989-11-04,9999-01-01,Technique Leader
68000,Shuji,Felder,1964-11-08,1995-12-12,9999-01-01,Senior Engineer
68016,Alair,Mondadori,1964-09-22,1995-03-26,9999-01-01,Staff
68026,Arvin,Nanard,1964-07-30,1990-01-07,9999-01-01,Senior Engineer
68077,Bernt,Kaelbling,1964-07-22,1995-01-26,9999-01-01,Senior Engineer
